SERMON_SLUG,CITATION_RAW,CITATION,BOOK_SLUG,CHAPTER,VERSE,API_URL
1613-schilling-vier-predigten-von,Numer. 11,Numbers 11,numbers,11,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/numbers/chapters/11.json
1613-schilling-vier-predigten-von,Richter am 2,Judges 2,judges,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/judges/chapters/2.json
1613-schilling-vier-predigten-von,1. Chronic,1 Chronicles 99,1chronicles,99,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1chronicles/chapters/99.json
1613-schilling-vier-predigten-von,2. Sam. 14,2 Samuel 14,2samuel,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/14.json
1613-schilling-vier-predigten-von,Joh am 1,John 1,john,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/1.json
1613-schilling-vier-predigten-von,im 68. Psalmen,Ps 68,psalms,68,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/68.json
1613-schilling-vier-predigten-von,Dan. 13,Dan 13,daniel,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/daniel/chapters/13.json
1613-schilling-vier-predigten-von,Joh. am 9,John 9,john,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/9.json
1613-schilling-vier-predigten-von,Levit. 26,Leviticus 26,leviticus,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/leviticus/chapters/26.json
1613-schilling-vier-predigten-von,Jerem. 7,Jer 7,jeremiah,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/7.json
1613-schilling-vier-predigten-von,Ezech. 14,Ezek 14,ezekiel,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/14.json
1613-schilling-vier-predigten-von,Gen. 26,Genesis 26,genesis,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/26.json
1613-schilling-vier-predigten-von,2. Cor. 11,2 Cor 11,2corinthians,11,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2corinthians/chapters/11.json
1613-schilling-vier-predigten-von,Prov. 1,Prov 1,proverbs,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/1.json
1613-schilling-vier-predigten-von,Deut. 32,Deuteronomy 32,deuteronomy,32,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/deuteronomy/chapters/32.json
1613-schilling-vier-predigten-von,Matth. 24,Matt 24,matthew,24,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/24.json
1613-schilling-vier-predigten-von,Matth. 10,Matt 10,matthew,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/10.json
1613-schilling-vier-predigten-von,Gen. 19,Genesis 19,genesis,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/19.json
1613-schilling-vier-predigten-von,Gen. 41,Genesis 41,genesis,41,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/41.json
1613-schilling-vier-predigten-von,Exod. 13,Exodus 13,exodus,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/13.json
1613-schilling-vier-predigten-von,Dan. 3,Dan 3,daniel,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/daniel/chapters/3.json
1613-schilling-vier-predigten-von,2. Reg. 20,2 Kings 20,2kings,20,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/20.json
1613-schilling-vier-predigten-von,Esa. 28,Isa 28,isaiah,28,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/28.json
1613-schilling-vier-predigten-von,Esa. 26,Isa 26,isaiah,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/26.json
1613-schilling-vier-predigten-von,im 34. Psal,Ps 34,psalms,34,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/34.json
1613-schilling-vier-predigten-von,Gen. 12,Genesis 12,genesis,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/12.json
1613-schilling-vier-predigten-von,Gen. 37,Genesis 37,genesis,37,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/37.json
1613-schilling-vier-predigten-von,1. Reg. 17,1 Kings 17,1kings,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/17.json
1613-schilling-vier-predigten-von,Luc. 4,Luke 4,luke,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/4.json
1613-schilling-vier-predigten-von,1. Reg. 18,1 Kings 18,1kings,18,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/18.json
1613-schilling-vier-predigten-von,Jer. 36,Jer 36,jeremiah,36,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/36.json
1613-schilling-vier-predigten-von,Joh. 6,John 6,john,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/6.json
1613-schilling-vier-predigten-von,2. Reg. 6,2 Kings 6,2kings,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/6.json
1613-schilling-vier-predigten-von,Psal. 77,Ps 77,psalms,77,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/77.json
1613-schilling-vier-predigten-von,Ephes. 3,Eph 3,ephesians,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ephesians/chapters/3.json
1613-schilling-vier-predigten-von,1. Sam. 2,1 Samuel 2,1samuel,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/2.json
1613-schilling-vier-predigten-von,Hiob 42,Job 42,job,42,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/job/chapters/42.json
1613-schilling-vier-predigten-von,Philipp.1,Phil 1,philippians,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/philippians/chapters/1.json
1613-schilling-vier-predigten-von,Psal. 50,Ps 50,psalms,50,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/50.json
1613-schilling-vier-predigten-von,Johannis an 7,John 7,john,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/7.json
1613-schilling-vier-predigten-von,Amos am 8,Amos 8,amos,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/amos/chapters/8.json
1613-schilling-vier-predigten-von,Jerem 15,Jer 15,jeremiah,15,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/15.json
1613-schilling-vier-predigten-von,Ezechiel am 6,Ezek 6,ezekiel,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/6.json
1613-schilling-vier-predigten-von,Gen. 14,Genesis 14,genesis,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/14.json
1613-schilling-vier-predigten-von,1. Sam. 17,1 Samuel 17,1samuel,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/17.json
1613-schilling-vier-predigten-von,2. Reg. 16,2 Kings 16,2kings,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/16.json
1613-schilling-vier-predigten-von,Jerem. 45,Jer 45,jeremiah,45,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/45.json
1613-schilling-vier-predigten-von,2. Reg. 23,2 Kings 23,2kings,23,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/23.json
1613-schilling-vier-predigten-von,dem 46. Pfalm,Ps 46,psalms,46,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/46.json
1613-schilling-vier-predigten-von,proverb. 18,Prov 18,proverbs,18,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/18.json
1613-schilling-vier-predigten-von,dem 41. Psalmen,Ps 41,psalms,41,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/41.json
1613-schilling-vier-predigten-von,dem 15. Pfalm,Ps 15,psalms,15,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/15.json
1613-schilling-vier-predigten-von,1. Sam. 22,1 Samuel 22,1samuel,22,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/22.json
1613-schilling-vier-predigten-von,Esther 7,Esther 7,esther,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/esther/chapters/7.json
1613-schilling-vier-predigten-von,dem 35. Psalm,Ps 35,psalms,35,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/35.json
1613-schilling-vier-predigten-von,Psal. 112,Ps 112,psalms,112,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/112.json
1613-schilling-vier-predigten-von,Könige am 17,1 Kings 17,1kings,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/17.json
1613-schilling-vier-predigten-von,1. Reg. 13,1 Kings 13,1kings,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/13.json
1613-schilling-vier-predigten-von,Psal. 91,Ps 91,psalms,91,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/91.json
1613-schilling-vier-predigten-von,1. Cor. 15,1 Cor 15,1corinthians,15,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1corinthians/chapters/15.json
1613-schilling-vier-predigten-von,im 91. Psalmen,Ps 91,psalms,91,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/91.json
1613-schilling-vier-predigten-von,Rom. 10,Rom 10,romans,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/10.json
1613-schilling-vier-predigten-von,Psalm 140,Ps 140,psalms,140,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/140.json
1613-schilling-vier-predigten-von,Psal. 109,Ps 109,psalms,109,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/109.json
1613-schilling-vier-predigten-von,Psal. 111,Ps 111,psalms,111,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/111.json
1616-titius-eine-christliche-und,Matth. 25,Matt 25,matthew,25,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/25.json
1616-titius-eine-christliche-und,Proverb. 25,Prov 25,proverbs,25,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/25.json
1616-titius-eine-christliche-und,im 78. Psalm,Ps 78,psalms,78,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/78.json
1616-titius-eine-christliche-und,Exod. 8,Exodus 8,exodus,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/8.json
1616-titius-eine-christliche-und,Matth. 8,Matt 8,matthew,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/8.json
1616-titius-eine-christliche-und,Exod. 22,Exodus 22,exodus,22,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/22.json
1616-titius-eine-christliche-und,Tit. 13,Titus 13,titus,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/titus/chapters/13.json
1616-titius-eine-christliche-und,Exod. 9,Exodus 9,exodus,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/9.json
1616-titius-eine-christliche-und,1. Saimmel 12,1 Samuel 12,1samuel,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/12.json
1616-titius-eine-christliche-und,Jos. 10,Joshua 10,joshua,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/joshua/chapters/10.json
1616-titius-eine-christliche-und,Genesis 19,Genesis 19,genesis,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/19.json
1616-titius-eine-christliche-und,Pfalm. 7,Ps 7,psalms,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/7.json
1616-titius-eine-christliche-und,Gen. 7,Genesis 7,genesis,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/7.json
1616-titius-eine-christliche-und,2. Thess.1,2 Thess 1,2thessalonians,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2thessalonians/chapters/1.json
1616-titius-eine-christliche-und,Joh. 91,John 91,john,91,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/91.json
1616-titius-eine-christliche-und,Jacob 5,Jas 5,james,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/james/chapters/5.json
1658-tappe-der-mensch-weiss,2. Sam. 1,2 Samuel 1,2samuel,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/1.json
1658-tappe-der-mensch-weiss,"1.Sam,2",1 Samuel 2,1samuel,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/2.json
1658-tappe-der-mensch-weiss,1. Sam. 3,1 Samuel 3,1samuel,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/3.json
1658-tappe-der-mensch-weiss,2. Reg. 21,2 Kings 21,2kings,21,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/21.json
1658-tappe-der-mensch-weiss,Eccl. 9,Eccl 9,ecclesiastes,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiastes/chapters/9.json
1658-tappe-der-mensch-weiss,Jacob 4,Jas 4,james,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/james/chapters/4.json
1658-tappe-der-mensch-weiss,Sap. 9,Wis 9,wisdom,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/wisdom/chapters/9.json
1658-tappe-der-mensch-weiss,in 146. Psalm,Ps 146,psalms,146,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/146.json
1658-tappe-der-mensch-weiss,Prov. 16,Prov 16,proverbs,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/16.json
1658-tappe-der-mensch-weiss,Eccles 18,Eccl 18,ecclesiastes,18,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiastes/chapters/18.json
1658-tappe-der-mensch-weiss,Sap. 3,Wis 3,wisdom,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/wisdom/chapters/3.json
1658-tappe-der-mensch-weiss,Hiob. 14,Job 14,job,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/job/chapters/14.json
1658-tappe-der-mensch-weiss,2. Sam. am 7,2 Samuel 7,2samuel,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/7.json
1658-tappe-der-mensch-weiss,2. Sam. 7,2 Samuel 7,2samuel,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/7.json
1658-tappe-der-mensch-weiss,Matth. 26,Matt 26,matthew,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/26.json
1658-tappe-der-mensch-weiss,Jerem. 10,Jer 10,jeremiah,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/10.json
1658-tappe-der-mensch-weiss,Luc. 12,Luke 12,luke,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/12.json
1658-tappe-der-mensch-weiss,Heb. 9,Heb 9,hebrews,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/hebrews/chapters/9.json
1658-tappe-der-mensch-weiss,Luc. 7,Luke 7,luke,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/7.json
1658-tappe-der-mensch-weiss,Jud. 16,Jude 16,jude,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jude/chapters/16.json
1658-tappe-der-mensch-weiss,2. Sam. 12,2 Samuel 12,2samuel,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/12.json
1658-tappe-der-mensch-weiss,Luc 16,Luke 16,luke,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/16.json
1658-tappe-der-mensch-weiss,Matth. 24,Matt 24,matthew,24,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/24.json
1658-tappe-der-mensch-weiss,Phil. 2,Phil 2,philippians,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/philippians/chapters/2.json
1658-tappe-der-mensch-weiss,Marc. im 13,Mark 13,mark,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/mark/chapters/13.json
1658-tappe-der-mensch-weiss,Matth. im 26,Matt 26,matthew,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/26.json
1658-tappe-der-mensch-weiss,dem 39. Psalm,Ps 39,psalms,39,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/39.json
1658-tappe-der-mensch-weiss,dem 90. Psalm,Ps 90,psalms,90,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/90.json
1658-tappe-der-mensch-weiss,Könige am 19,1 Kings 19,1kings,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/19.json
1658-tappe-der-mensch-weiss,Luc. am 2,Luke 2,luke,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/2.json
1658-tappe-der-mensch-weiss,1. Reg. 19,1 Kings 19,1kings,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/19.json
1658-tappe-der-mensch-weiss,Luc.2,Luke 2,luke,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/2.json
1658-tappe-der-mensch-weiss,"Phil, 1",Phil 1,philippians,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/philippians/chapters/1.json
1658-tappe-der-mensch-weiss,Rom. 6,Rom 6,romans,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/6.json
1658-tappe-der-mensch-weiss,Sir. 41,Sir 41,ecclesiasticus,41,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/41.json
1658-tappe-der-mensch-weiss,Eccl 12,Eccl 12,ecclesiastes,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiastes/chapters/12.json
1658-tappe-der-mensch-weiss,Jerem. 31,Jer 31,jeremiah,31,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/31.json
1658-tappe-der-mensch-weiss,Matth. 2,Matt 2,matthew,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/2.json
1658-tappe-der-mensch-weiss,Gen.37,Genesis 37,genesis,37,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/37.json
1658-tappe-der-mensch-weiss,14. Psal,Ps 14,psalms,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/14.json
1658-tappe-der-mensch-weiss,7. Psal,Ps 7,psalms,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/7.json
1658-tappe-der-mensch-weiss,Gen. 19,Genesis 19,genesis,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/19.json
1658-tappe-der-mensch-weiss,Gen. 4,Genesis 4,genesis,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/4.json
1658-tappe-der-mensch-weiss,1 Sam.4,1 Samuel 4,1samuel,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/4.json
1658-tappe-der-mensch-weiss,2. Chron. 24,2 Chronicles 24,2chronicles,24,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2chronicles/chapters/24.json
1658-tappe-der-mensch-weiss,Matth.14,Matt 14,matthew,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/14.json
1658-tappe-der-mensch-weiss,im 11. Psalm,Ps 11,psalms,11,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/11.json
1658-tappe-der-mensch-weiss,im 5. Psalm,Ps 5,psalms,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/5.json
1658-tappe-der-mensch-weiss,Hiob 1,Job 1,job,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/job/chapters/1.json
1658-tappe-der-mensch-weiss,Rom.3,Rom 3,romans,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/3.json
1658-tappe-der-mensch-weiss,Matth.10,Matt 10,matthew,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/10.json
1658-tappe-der-mensch-weiss,Joh. 9,John 9,john,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/9.json
1658-tappe-der-mensch-weiss,Jerem. 30,Jer 30,jeremiah,30,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/30.json
1658-tappe-der-mensch-weiss,Joh. 1,John 1,john,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/1.json
1658-tappe-der-mensch-weiss,Joh. am9,John 9,john,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/9.json
1658-tappe-der-mensch-weiss,"Luc, 23",Luke 23,luke,23,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/23.json
1658-tappe-der-mensch-weiss,Rom. 14,Rom 14,romans,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/14.json
1658-tappe-der-mensch-weiss,1. Cor. 10,1 Cor 10,1corinthians,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1corinthians/chapters/10.json
1658-tappe-der-mensch-weiss,Luc. 13,Luke 13,luke,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/13.json
1658-tappe-der-mensch-weiss,Matth. 7,Matt 7,matthew,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/7.json
1658-tappe-der-mensch-weiss,1.Thess17,1 Thess 17,1thessalonians,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1thessalonians/chapters/17.json
1658-tappe-der-mensch-weiss,Psal. 61,Ps 61,psalms,61,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/61.json
1658-tappe-der-mensch-weiss,Eccl.7,Eccl 7,ecclesiastes,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiastes/chapters/7.json
1658-tappe-der-mensch-weiss,Gen. 35,Genesis 35,genesis,35,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/35.json
1658-tappe-der-mensch-weiss,1.Sam. 6,1 Samuel 6,1samuel,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/6.json
1658-tappe-der-mensch-weiss,2. Sam. 24,2 Samuel 24,2samuel,24,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/24.json
1658-tappe-der-mensch-weiss,Könige am 13,1 Kings 13,1kings,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/13.json
1658-tappe-der-mensch-weiss,Sam. 18,1 Samuel 18,1samuel,18,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/18.json
1658-tappe-der-mensch-weiss,Eph. 4,Eph 4,ephesians,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ephesians/chapters/4.json
1658-tappe-der-mensch-weiss,Psalm. 91,Ps 91,psalms,91,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/91.json
1658-tappe-der-mensch-weiss,im 91. Psalm,Ps 91,psalms,91,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/91.json
1664-heland-est-visa-dei,Exod. 16,Exodus 16,exodus,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/16.json
1664-heland-est-visa-dei,Psal. 46,Ps 46,psalms,46,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/46.json
