SERMON_SLUG,CITATION_RAW,CITATION,BOOK_SLUG,CHAPTER,VERSE,API_URL
1637-schilling-drey-christliche-thewrung,1. König. 14,1 Kings 14,1kings,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/14.json
1637-schilling-drey-christliche-thewrung,König am 13,1 Kings 13,1kings,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/13.json
1637-schilling-drey-christliche-thewrung,Hebr 10,Heb 10,hebrews,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/hebrews/chapters/10.json
1637-schilling-drey-christliche-thewrung,Job am 14,Job 14,job,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/job/chapters/14.json
1637-schilling-drey-christliche-thewrung,2. Reg. 7,2 Kings 7,2kings,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/7.json
1637-schilling-drey-christliche-thewrung,Jerem. 3,Jer 3,jeremiah,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/3.json
1637-schilling-drey-christliche-thewrung,Dan. 2,Dan 2,daniel,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/daniel/chapters/2.json
1637-schilling-drey-christliche-thewrung,Amos am 5,Amos 5,amos,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/amos/chapters/5.json
1637-schilling-drey-christliche-thewrung,dem 77. Psalm,Ps 77,psalms,77,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/77.json
1637-schilling-drey-christliche-thewrung,Luc. 13,Luke 13,luke,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/13.json
1637-schilling-drey-christliche-thewrung,Josu. am 8,Joshua 8,joshua,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/joshua/chapters/8.json
1637-schilling-drey-christliche-thewrung,im 76. Psalm,Ps 76,psalms,76,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/76.json
1637-schilling-drey-christliche-thewrung,2. Buch Sam. am 17,2 Samuel 17,2samuel,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/17.json
1637-schilling-drey-christliche-thewrung,Josu. 2,Joshua 2,joshua,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/joshua/chapters/2.json
1637-schilling-drey-christliche-thewrung,Dan 4,Dan 4,daniel,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/daniel/chapters/4.json
1637-schilling-drey-christliche-thewrung,Esa 28,Isa 28,isaiah,28,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/28.json
1637-schilling-drey-christliche-thewrung,Nahum. 3,Nah 3,nahum,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/nahum/chapters/3.json
1637-schilling-drey-christliche-thewrung,Amos 8,Amos 8,amos,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/amos/chapters/8.json
1637-schilling-drey-christliche-thewrung,Psalm. 10,Ps 10,psalms,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/10.json
1637-schilling-drey-christliche-thewrung,Proverb. 1,Prov 1,proverbs,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/1.json
1637-schilling-drey-christliche-thewrung,Apocal. 3,Rev 3,revelation,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/revelation/chapters/3.json
1637-schilling-drey-christliche-thewrung,Psal. 10,Ps 10,psalms,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/10.json
1637-schilling-drey-christliche-thewrung,Psalm. 50,Ps 50,psalms,50,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/50.json
1637-schilling-drey-christliche-thewrung,Malach. 3,Mal 3,malachi,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/malachi/chapters/3.json
1637-schilling-drey-christliche-thewrung,Esa. 28,Isa 28,isaiah,28,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/28.json
1637-schilling-drey-christliche-thewrung,1. Mos. 19,Genesis 19,genesis,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/19.json
1637-schilling-drey-christliche-thewrung,Ezech. 16,Ezek 16,ezekiel,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/16.json
1637-schilling-drey-christliche-thewrung,Psal. 95,Ps 95,psalms,95,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/95.json
1637-schilling-drey-christliche-thewrung,4. Mos 2,Numbers 2,numbers,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/numbers/chapters/2.json
1637-schilling-drey-christliche-thewrung,Jos. 23,Joshua 23,joshua,23,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/joshua/chapters/23.json
1637-schilling-drey-christliche-thewrung,Psal 1,Ps 1,psalms,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/1.json
1637-schilling-drey-christliche-thewrung,Psal. 3,Ps 3,psalms,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/3.json
1637-schilling-drey-christliche-thewrung,Esa. 59,Isa 59,isaiah,59,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/59.json
1637-schilling-drey-christliche-thewrung,Gen. 7,Genesis 7,genesis,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/7.json
1637-schilling-drey-christliche-thewrung,Gen. 19,Genesis 19,genesis,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/19.json
1637-schilling-drey-christliche-thewrung,Num.16,Numbers 16,numbers,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/numbers/chapters/16.json
1637-schilling-drey-christliche-thewrung,Hebr. 6,Heb 6,hebrews,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/hebrews/chapters/6.json
1637-schilling-drey-christliche-thewrung,Esa.5,Isa 5,isaiah,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/5.json
1637-schilling-drey-christliche-thewrung,Rom. 2,Rom 2,romans,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/2.json
1637-schilling-drey-christliche-thewrung,Rom. 11,Rom 11,romans,11,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/11.json
1637-schilling-drey-christliche-thewrung,2. Cor 5,2 Cor 5,2corinthians,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2corinthians/chapters/5.json
1637-schilling-drey-christliche-thewrung,Psal. 16,Ps 16,psalms,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/16.json
1637-schilling-drey-christliche-thewrung,1 Thess. 4,1 Thess 4,1thessalonians,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1thessalonians/chapters/4.json
1637-schilling-drey-christliche-thewrung,Apoc. 14,Rev 14,revelation,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/revelation/chapters/14.json
1637-schilling-drey-christliche-thewrung,Luc. 16,Luke 16,luke,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/16.json
1637-schilling-drey-christliche-thewrung,Esa. 30,Isa 30,isaiah,30,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/30.json
1637-schilling-drey-christliche-thewrung,Matth. 22,Matt 22,matthew,22,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/22.json
1637-schilling-drey-christliche-thewrung,Esa 66,Isa 66,isaiah,66,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/66.json
1637-schilling-drey-christliche-thewrung,2. Mos. 28,Exodus 28,exodus,28,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/28.json
1637-schilling-drey-christliche-thewrung,2 Chron 20,2 Chronicles 20,2chronicles,20,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2chronicles/chapters/20.json
1637-schilling-drey-christliche-thewrung,Zach. 2,Zech 2,zechariah,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/zechariah/chapters/2.json
1637-schilling-drey-christliche-thewrung,dem 91. Psal,Ps 91,psalms,91,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/91.json
1637-schilling-drey-christliche-thewrung,Joh. 6,John 6,john,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/6.json
1637-schilling-drey-christliche-thewrung,4. Mos 11,Numbers 11,numbers,11,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/numbers/chapters/11.json
1637-schilling-drey-christliche-thewrung,im 36. Psalm,Ps 36,psalms,36,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/36.json
1637-schilling-drey-christliche-thewrung,im 117. Psal,Ps 117,psalms,117,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/117.json
1637-schilling-drey-christliche-thewrung,Matth. am 6,Matt 6,matthew,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/6.json
1637-schilling-drey-christliche-thewrung,Esa. 56,Isa 56,isaiah,56,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/56.json
1637-schilling-drey-christliche-thewrung,1. Buch Mos. 26,Genesis 26,genesis,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/26.json
1637-schilling-drey-christliche-thewrung,2. Könige 6,2 Kings 6,2kings,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/6.json
1637-schilling-drey-christliche-thewrung,im 59. Psalm,Ps 59,psalms,59,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/59.json
1637-schilling-drey-christliche-thewrung,Esa. 5,Isa 5,isaiah,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/5.json
1637-schilling-drey-christliche-thewrung,2. König 6,2 Kings 6,2kings,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/6.json
1637-schilling-drey-christliche-thewrung,Rom. 8,Rom 8,romans,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/8.json
1637-schilling-drey-christliche-thewrung,Jos. 6,Joshua 6,joshua,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/joshua/chapters/6.json
1637-schilling-drey-christliche-thewrung,2 Mos. 15,Exodus 15,exodus,15,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/15.json
1637-schilling-drey-christliche-thewrung,Johan. 19,John 19,john,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/19.json
1637-schilling-drey-christliche-thewrung,Esa. 2,Isa 2,isaiah,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/2.json
1637-schilling-drey-christliche-thewrung,2. Buch Mos. am 14,Exodus 14,exodus,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/14.json
1637-schilling-drey-christliche-thewrung,Esa. 24,Isa 24,isaiah,24,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/24.json
1637-schilling-drey-christliche-thewrung,Ezech. am 33,Ezek 33,ezekiel,33,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/33.json
1637-schilling-drey-christliche-thewrung,Esa am 54,Isa 54,isaiah,54,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/54.json
1637-schilling-drey-christliche-thewrung,im 34. Pfalm,Ps 34,psalms,34,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/34.json
1637-schilling-drey-christliche-thewrung,im 77. Psalm,Ps 77,psalms,77,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/77.json
1637-schilling-drey-christliche-thewrung,Esa. 49,Isa 49,isaiah,49,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/49.json
1637-schilling-drey-christliche-thewrung,Ezech 13,Ezek 13,ezekiel,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/13.json
1637-schilling-drey-christliche-thewrung,Mich. 7,Mic 7,micah,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/micah/chapters/7.json
1637-schilling-drey-christliche-thewrung,Ezech. 32,Ezek 32,ezekiel,32,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/32.json
1637-schilling-drey-christliche-thewrung,2. Buch Mose am 31,Exodus 31,exodus,31,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/31.json
1637-schilling-drey-christliche-thewrung,1. Buch Sam. am 15,1 Samuel 15,1samuel,15,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/15.json
1637-schilling-drey-christliche-thewrung,39. Psalm,Ps 39,psalms,39,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/39.json
1637-schilling-drey-christliche-thewrung,1. Buch Mose am 20,Genesis 20,genesis,20,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/20.json
1637-schilling-drey-christliche-thewrung,Josu. am 7,Joshua 7,joshua,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/joshua/chapters/7.json
1637-schilling-drey-christliche-thewrung,2. Buch Sam. am 12,2 Samuel 12,2samuel,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/12.json
1637-schilling-drey-christliche-thewrung,3. Buch Mos. am 5,Leviticus 5,leviticus,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/leviticus/chapters/5.json
1637-schilling-drey-christliche-thewrung,dem 51. Psalm,Ps 51,psalms,51,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/51.json
1637-schilling-drey-christliche-thewrung,dem 51. Psal,Ps 51,psalms,51,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/51.json
1637-schilling-drey-christliche-thewrung,1. Buch Mos. 6,Genesis 6,genesis,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/6.json
1637-schilling-drey-christliche-thewrung,Esa am 59,Isa 59,isaiah,59,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/59.json
1637-schilling-drey-christliche-thewrung,1. Buch Sam. am 14,1 Samuel 14,1samuel,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/14.json
1637-schilling-drey-christliche-thewrung,1. Buch Mos. am 4,Genesis 4,genesis,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/4.json
1637-schilling-drey-christliche-thewrung,Ezech. am 17,Ezek 17,ezekiel,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/17.json
1637-schilling-drey-christliche-thewrung,Esa. am 3,Isa 3,isaiah,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/3.json
1637-schilling-drey-christliche-thewrung,2. Buch Mos. am 28,Exodus 28,exodus,28,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/28.json
1637-schilling-drey-christliche-thewrung,2. Sam 13,2 Samuel 13,2samuel,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/13.json
1637-schilling-drey-christliche-thewrung,1. Sam. 19,1 Samuel 19,1samuel,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/19.json
1637-schilling-drey-christliche-thewrung,Esa. 61,Isa 61,isaiah,61,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/61.json
1637-schilling-drey-christliche-thewrung,Jerem. am 5,Jer 5,jeremiah,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/5.json
1637-schilling-drey-christliche-thewrung,2. Buch Mos am 9,Exodus 9,exodus,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/9.json
1637-schilling-drey-christliche-thewrung,Jerem. 2,Jer 2,jeremiah,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/2.json
1637-schilling-drey-christliche-thewrung,5. Buch Mos. 28,Deuteronomy 28,deuteronomy,28,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/deuteronomy/chapters/28.json
1637-schilling-drey-christliche-thewrung,3. Buch Mos. am 26,Leviticus 26,leviticus,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/leviticus/chapters/26.json
1637-schilling-drey-christliche-thewrung,Mose am 28,Genesis 28,genesis,28,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/28.json
1637-schilling-drey-christliche-thewrung,Esa. am 47,Isa 47,isaiah,47,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/47.json
1637-schilling-drey-christliche-thewrung,2. Buch Mos. 20,Exodus 20,exodus,20,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/20.json
1637-schilling-drey-christliche-thewrung,3. Buch Mos. 24,Leviticus 24,leviticus,24,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/leviticus/chapters/24.json
1637-schilling-drey-christliche-thewrung,2. Buch Sam. am 21,2 Samuel 21,2samuel,21,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/21.json
1637-schilling-drey-christliche-thewrung,Joel am 1,Joel 1,joel,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/joel/chapters/1.json
1637-schilling-drey-christliche-thewrung,Esa 5,Isa 5,isaiah,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/5.json
1637-schilling-drey-christliche-thewrung,Esa 16,Isa 16,isaiah,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/16.json
1637-schilling-drey-christliche-thewrung,Amos am 4,Amos 4,amos,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/amos/chapters/4.json
1637-schilling-drey-christliche-thewrung,Sprüchen am 7,,proverbs,,,
1637-schilling-drey-christliche-thewrung,Esa. am 5,Isa 5,isaiah,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/5.json
1637-schilling-drey-christliche-thewrung,Ezech. am 33. vers 25,Ezek 33:25,ezekiel,33,25,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/33/verses/25.json
1637-schilling-drey-christliche-thewrung,Matth. am 3,Matt 3,matthew,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/3.json
1637-schilling-drey-christliche-thewrung,1. Buch Sam. am 6,1 Samuel 6,1samuel,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/6.json
1637-schilling-drey-christliche-thewrung,dem 27. Psalm,Ps 27,psalms,27,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/27.json
1637-schilling-drey-christliche-thewrung,Rom. 3,Rom 3,romans,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/3.json
1637-schilling-drey-christliche-thewrung,Johan. am 12,John 12,john,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/12.json
1637-schilling-drey-christliche-thewrung,Ezech. am 47,Ezek 47,ezekiel,47,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/47.json
1637-schilling-drey-christliche-thewrung,Esa. am 1,Isa 1,isaiah,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/1.json
1637-schilling-drey-christliche-thewrung,Jerem. am 2,Jer 2,jeremiah,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/2.json
1637-schilling-drey-christliche-thewrung,Daniel. am 5,Dan 5,daniel,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/daniel/chapters/5.json
1637-schilling-drey-christliche-thewrung,Sapient. 1,Wis 1,wisdom,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/wisdom/chapters/1.json
1637-schilling-drey-christliche-thewrung,5. Buch Mos. am 28,Deuteronomy 28,deuteronomy,28,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/deuteronomy/chapters/28.json
1637-schilling-drey-christliche-thewrung,Sprüchen am 30,,proverbs,,,
1637-schilling-drey-christliche-thewrung,1. Buch Mos. am. 3,Genesis 3,genesis,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/3.json
1637-schilling-drey-christliche-thewrung,dem 5. Psalm,Ps 5,psalms,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/5.json
1637-schilling-drey-christliche-thewrung,Daniel am 3,Dan 3,daniel,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/daniel/chapters/3.json
1637-schilling-drey-christliche-thewrung,2. Buch Sam. am 1,2 Samuel 1,2samuel,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/1.json
1637-schilling-drey-christliche-thewrung,2. Buch Mos. am 20,Exodus 20,exodus,20,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/20.json
1637-schilling-drey-christliche-thewrung,König am 2,1 Kings 2,1kings,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/2.json
1637-schilling-drey-christliche-thewrung,1. Cor. am 6,1 Cor 6,1corinthians,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1corinthians/chapters/6.json
1637-schilling-drey-christliche-thewrung,1. Sam. 25,1 Samuel 25,1samuel,25,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/25.json
1637-schilling-drey-christliche-thewrung,Job am 18,Job 18,job,18,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/job/chapters/18.json
1637-schilling-drey-christliche-thewrung,5. Buch Mos. am 23,Deuteronomy 23,deuteronomy,23,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/deuteronomy/chapters/23.json
1637-schilling-drey-christliche-thewrung,Ezech. 22,Ezek 22,ezekiel,22,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/22.json
1637-schilling-drey-christliche-thewrung,Jerem. am 19,Jer 19,jeremiah,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/19.json
1637-schilling-drey-christliche-thewrung,Richter am 20,Judges 20,judges,20,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/judges/chapters/20.json
1637-schilling-drey-christliche-thewrung,Matth. am 24,Matt 24,matthew,24,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/24.json
1637-schilling-drey-christliche-thewrung,Mich 2,Mic 2,micah,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/micah/chapters/2.json
1637-schilling-drey-christliche-thewrung,1. Mos. am 4,Genesis 4,genesis,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/4.json
1637-schilling-drey-christliche-thewrung,Matth 22,Matt 22,matthew,22,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/22.json
1637-schilling-drey-christliche-thewrung,im 5. Psal,Ps 5,psalms,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/5.json
1637-schilling-drey-christliche-thewrung,Ezech. am 36,Ezek 36,ezekiel,36,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/36.json
1637-schilling-drey-christliche-thewrung,1. Reg. am 22,1 Kings 22,1kings,22,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/22.json
1637-schilling-drey-christliche-thewrung,Matth. am 11,Matt 11,matthew,11,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/11.json
1637-schilling-drey-christliche-thewrung,Ezech. am 13,Ezek 13,ezekiel,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/13.json
1637-schilling-drey-christliche-thewrung,1. Buch Sam am 14,1 Samuel 14,1samuel,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/14.json
